,TOOL_NAME,LOTID,GLSID,RECIPEID,MODEL_NAME,TIME_STAMP,PAS?∞Îèô?¨Î?,MP_ALLSTEP.INNER_TEMP.Mean,MP_ALLSTEP.INNER_TEMP.Stdev,MP_ALLSTEP.OUTER_TEMP.Mean,MP_ALLSTEP.OUTER_TEMP.Stdev,MP_ALLSTEP.WALLHTR_TEMP1.Mean,MP_ALLSTEP.WALLHTR_TEMP1.Stdev,MP_STEP1_First10sec.PC_PRESSURE.Area,MP_STEP1_First10sec.PC_PRESSURE.Min,MP_STEP3.MATCHER_VDC.Mean,MP_STEP3.MATCHER_VDC.Stdev,MP_STEP3.MATCHER_VPP.Mean,MP_STEP3.MATCHER_VPP.Stdev,MP_STEP3.N2_FLOW.Mean,MP_STEP3.N2_FLOW.Stdev,MP_STEP3.NH3_FLOW.Mean,MP_STEP3.NH3_FLOW.Stdev,MP_STEP3.PC_PRESSURE.Stdev,MP_STEP3.PC_TV_ANGLE.Mean,MP_STEP3.PC_TV_ANGLE.Stdev,MP_STEP3.RFGEN_FORWARD.Mean,MP_STEP3.RFGEN_FORWARD.Stdev,MP_STEP3_No_Shift.RFGEN_REFLECT.Max,MP_STEP4.MATCHER_VDC.Mean,MP_STEP4.MATCHER_VDC.Stdev,MP_STEP4.MATCHER_VPP.Mean,MP_STEP4.MATCHER_VPP.Stdev,MP_STEP4.N2_FLOW.Mean,MP_STEP4.N2_FLOW.Stdev,MP_STEP4.NH3_FLOW.Mean,MP_STEP4.NH3_FLOW.Stdev,MP_STEP4.PC_PRESSURE.Stdev,MP_STEP4.PC_TV_ANGLE.Mean,MP_STEP4.PC_TV_ANGLE.Stdev,MP_STEP4.RFGEN_FORWARD.Mean,MP_STEP4.RFGEN_FORWARD.Stdev,MP_STEP4.SIH4_FLOW.Mean,MP_STEP4.SIH4_FLOW.Stdev,MP_STEP4_No_Shift.RFGEN_REFLECT.Max,MP_STEP5_to_Last_PWR_Lift.RFGEN_REFLECT.Max,MP_STEP4.EI2.Max,MP_STEP4.EI3.Max,MP_STEP4.EI4.Max,Normal/Abnormal,Ï∂îÍ??ïÎ≥¥_Data_Resume
125,Tool4,P8CE15004P00,P8CE15003H12,RUN_1ST_23,CE,2011-05-17 8:31,NG,337.67,0.469939963,359.15,0.356296388,133.41,0.49281336,0.108125,0.01,28,0,1892.11,3.883273069,40046.61,14.99370872,25011.58,7.257509313,0,22.39,0.011485813,9854.51,1.829229729,1730.33,49.93,0.76624468,2768.06,5.038433952,66033.75,32.64885432,29019,7.342540109,0.000201547,32.68,0.061327864,22592.05,18.84568002,6804.55,2.313954909,150.64,297.1372764,100.35,100.68,101.02,Normal,Normal
126,Tool1,P8CE15004R00,P8CE15003P03,RUN_1ST_23,CE,2011-05-17 8:36,OK,339.57,0.494895894,359.36,0.481496155,134,0,0.11125,0.01,35,0,2012.09,4.756919468,40016.44,38.8262425,24985.66,6.227489019,0,23.52,0.007732915,10005.25,1.975315467,496.12,60.12,0.7400455,2992.91,3.510175491,66007.73,32.13931999,28990.72,5.569478071,0.000194585,34.32,0.036607039,22969.78,2.46133467,6804.83,1.551986452,139.17,193.615333,97.31,98.02,98.99,Normal,Normal
127,Tool4,P8CE15004S00,P8CE15003P17,RUN_1ST_23,CE,2011-05-17 9:09,OK,339.32,0.537832332,359.41,0.492631159,134.23,0.423956965,0.08725,0,35,0,1888.56,4.13167122,40052.25,13.02810031,25012.72,4.646760857,0,23.01,0.011472409,9886.39,2.136757179,1166.82,60.69,0.464933509,2760.26,2.581583984,66035.81,33.51368898,29020.94,6.74170899,0.000258579,33.54,0.046906614,22667.84,27.47771231,6804.93,1.954400051,125.01,273.2100348,100.48,100.42,99.99,Normal,Normal
128,Tool1,P8CE15004U00,P8CE15003Q11,RUN_1ST_23,CE,2011-05-17 9:35,OK,337.47,0.499711623,359.01,0.081176159,134,0,0.11025,0.01,29.89,0.317820863,2011.33,3.960027548,40002.77,43.50990745,24984.71,9.966663712,0,23.09,0.01307322,10004.92,1.693760223,395.04,53.2,0.942969657,2996.47,4.468321999,66006.28,26.79128334,28989.91,6.022411675,0.000261054,33.66,0.051445021,22970.08,2.978406979,6804.25,2.509447905,234.63,278.5814564,96.9,97.53,98.35,Normal,Normal
129,Tool2,P8CE15004V00,P8CE15003G20,RUN_1ST_23,CE,2011-05-17 9:46,OK,338.82,0.602387488,359.33,0.471904803,132,0,0.0768,0,36.4,0.495433694,1808.2,3.415206636,40028.32,22.55452194,25007.63,19.80025238,0,22.82,0.01494772,9889.64,2.571943049,851.37,63.69,0.461561742,2605.33,2.448522182,66038.95,33.82408743,29010.33,14.85576086,0.000190574,33.05,0.055333286,22723,3.436792484,6786.88,2.510868325,239.27,630.6537264,98.77,99.43,100.48,Normal,Normal
130,Tool4,P8CE15004W00,P8CE15003U04,RUN_1ST_23,CE,2011-05-17 10:00,OK,338.21,0.715500258,359.22,0.413903928,135,0,0.09453,0,30,0,1941.34,26.64926648,40051.61,14.03644582,25010.89,8.257651923,0,22.55,0.013505539,9884.68,1.450416114,1196.36,53.43,0.628613585,2845.54,52.86435928,66035.46,35.48472232,29020.37,8.046717516,0.00020029,32.88,0.054368804,22671.65,29.48358067,6804.24,2.590365119,135.02,314.2281633,99.49,99.72,100.19,Normal,Normal
131,Tool3,P8CE15004W00,P8CE15003M19,RUN_1ST_23,CE,2011-05-17 10:04,OK,336.5,0.500349546,358.59,0.492732683,136,0,0.08554,0,32,0,1954.4,3.725831207,40090.5,31.19949493,24983.96,21.42451664,0,20.38,0.013284,9891.96,1.512035932,434.11,60.42,0.94259825,2938.29,11.71248131,66106.25,24.15073458,28993.45,11.52513706,0.000277111,30.87,0.057870088,22742.7,3.237255008,6782.35,2.164445278,166.03,154.5504486,98.43,99.86,101.35,Normal,Normal
132,Tool1,P8CE15004X00,P8CE15003U13,RUN_1ST_23,CE,2011-05-17 10:21,OK,339.5,0.500398565,359.55,0.497703016,135,0,0.1045,0.01,38.93,0.254971706,2004.36,4.092482667,40044.28,42.82514331,24985.78,7.61759097,0,23.92,0.015129812,10005.7,1.638602352,497.1,64.39,0.658861531,2981.06,9.932659441,66008.21,27.32096878,28990.31,5.672603293,0.00023533,34.7,0.068721431,22970.42,2.491347692,6803.44,1.801200944,234.15,597.4485747,97.35,97.96,98.71,Normal,Normal
133,Tool4,P8CE15004X00,P8CE15003U14,RUN_1ST_23,CE,2011-05-17 10:27,OK,339.51,0.500295191,359.39,0.487077793,135,0,0.092685,0,35,0,1890.05,5.425840608,40046.78,15.57532996,25013.11,4.140880961,0,22.98,0.007840239,9882.51,1.526617126,1086.25,60.48,0.536434914,2762.72,3.348168473,66036.32,28.93056297,29020.16,8.029324219,0.00021015,33.51,0.061103558,22687.65,14.21638151,6805.15,1.698939434,68.36,491.485076,100.17,100.48,100.59,Normal,Normal
134,Tool2,P8CE15004Y00,P8CE15003T03,RUN_1ST_23,CE,2011-05-17 10:33,OK,336.71,0.69015085,358.74,0.436902957,132,0,0.090375,0.01,27,0,1816.76,3.555760726,40026.86,24.39334666,25006.68,4.904834296,0.000547723,22.2,0.02065102,9889.4,1.888532281,888.97,50.13,1.170226653,2626.78,2.451477921,66034.68,33.83030424,29012.68,17.58009142,0.000262604,32.37,0.06851496,22723.78,3.128558433,6787.09,2.544671901,238.05,271.2567906,98.84,99.62,101.64,Normal,Normal
135,Tool3,P8CE15004Y00,P8CE15003S11,RUN_1ST_23,CE,2011-05-17 10:44,OK,339.39,0.487823415,359.29,0.455160407,137,0,0.067,0,41.98,0.336349986,1952.38,3.950194983,40105.64,30.26042475,24987.42,23.2364362,0,20.95,0.01556349,9893.34,1.708692288,417.51,72.87,0.705696046,2908.43,2.329327896,66105.35,23.28668445,28994.94,9.525524772,0.000250697,31.89,0.057612192,22743.34,2.752650418,6782.66,2.551047378,196.3,144.051761,99.02,99.78,100.33,Normal,Normal
136,Tool2,P8CE15005000,P8CE15003N09,RUN_1ST_23,CE,2011-05-17 11:20,OK,338.98,0.60571517,359.24,0.428129976,132,0,0.076125,0,37.8,0.408032457,1807.64,4.023714061,40027.13,27.47820554,25006.94,9.374744629,0,23.01,0.029737221,9889.88,1.835033736,820.36,65.56,0.497135029,2598.73,2.705468326,66037.64,37.7646827,29012.02,19.44917657,0.000221827,33.49,0.056819239,22723.99,3.065474685,6787.92,4.624795287,125.5,92.2907892,98.99,99.73,100.91,Normal,Normal
137,Tool3,P8CE15005100,P8CE15003Y05,RUN_1ST_23,CE,2011-05-17 11:30,OK,337.48,0.724664148,358.94,0.567760051,134.3,0.460535451,0.08775,0,28,0,1963.02,7.726392811,40071.58,18.41281552,24984.05,26.34740719,0,20.19,0.017379911,9891.84,1.390527662,311.05,52.89,1.897485643,2939.13,6.402505129,66094.76,25.74784912,28993.15,14.15085986,0.000293053,30.64,0.057329164,22743.36,2.58719324,6783.71,1.371489385,165.05,888.7261185,98.74,100.29,101.4,Normal,Normal
138,Tool3,P8CE15005100,P8CE15003Y02,RUN_1ST_23,CE,2011-05-17 11:33,OK,336.69,0.600967382,358.29,0.452511147,135.14,0.347504871,0.09002,0,31,0,1954.6,3.780331876,40087.9,19.93748055,24984.71,24.88463736,0,20.28,0.017297165,9891.76,1.960686479,407.25,57.09,0.939954747,2928.69,2.607635103,66102.29,26.34436969,28994.47,16.5059051,0.000306715,30.76,0.053812567,22742.83,2.889243565,6784.69,1.549147261,138.68,120.3686748,98.93,100.22,101.21,Normal,Normal
139,Tool1,P8CE15005200,P8CE15003X02,RUN_1ST_23,CE,2011-05-17 11:59,OK,339.3,0.651583964,359.02,0.563740137,133.76,0.430277359,0.118,0.01,39,0,2005.16,4.415651684,40024.42,55.05693602,24986.88,6.395195091,0,23.93,0.014206273,10006.02,2.229837698,334.49,64.88,0.75572128,2978.48,3.582195689,65998.04,35.19992768,28990.82,7.249568558,0.00021644,34.92,0.067662947,22969.78,2.758780174,6804.07,1.620681609,234.15,657.0225233,97.53,98.41,99.44,Normal,Normal
140,Tool3,P8CE15005200,P8CE15003X01,RUN_1ST_23,CE,2011-05-17 12:00,OK,339.4,0.749689327,359.16,0.368390698,134,0,0.08175,0,35.7,0.461521521,1970.23,5.905707276,40075.58,28.11528412,24988.28,19.21156122,0,20.46,0.01218905,9891.38,1.517885234,382.1,65.71,0.988282009,2929.27,6.760773964,66094.26,29.10642739,28994.12,16.81804623,0.0003272,31.09,0.038219126,22743.27,2.693766005,6782.33,2.468627424,185.56,162.8517366,99.43,100.55,101.18,Normal,Normal
141,Tool4,P8CE15005200,P8CE15003Y15,RUN_1ST_23,CE,2011-05-17 12:08,OK,337.53,0.499622654,358.9,0.293985976,134.98,0.14238259,0.10375,0,35,0,1885.58,3.840507121,40046.88,14.68258781,25010.68,7.44733485,0,22.87,0.01,9884.51,1.674655169,620.64,60.65,0.47814499,2745.14,5.995311646,66034.29,35.40995459,29018.84,7.025769173,0.00021015,33.38,0.06663629,22628.47,34.95204759,6804.67,2.219649336,129.16,469.7552341,100.15,100.16,99.98,Normal,Normal
142,Tool2,P8CE15005300,P8CE15003Z13,RUN_1ST_23,CE,2011-05-17 12:33,OK,338.05,0.54459564,358.44,0.496333527,129.97,0.171298195,0.0825,0.01,32,0,1815.89,3.097004623,40016.98,17.21578971,25005.97,9.970241457,0,22.43,0.009761966,9889.67,1.430731861,809.62,58.95,0.706889568,2615.42,2.453306652,66028.3,30.89488328,29011.24,15.82006336,0.000190144,32.67,0.056818774,22723.16,3.058160554,6787.51,3.209060604,275.41,744.1860465,99.45,99.84,100.62,Normal,Normal
143,Tool1,P8CE15005300,P8CE15003X05,RUN_1ST_23,CE,2011-05-17 12:40,OK,337.59,0.504605683,358.81,0.395472395,134.1,0.300238379,0.115125,0.01,29.89,0.321038221,2001.48,5.037019405,40011.65,45.65565229,24986.4,10.75414786,0,23.08,0.014778134,10005.2,2.40035647,594.27,53.21,0.845925899,2975.28,4.097554998,66006.82,37.44679239,28990.22,5.164558478,0.00029849,33.66,0.05627769,22970.71,2.860025823,6804.21,2.326489498,230.97,169.1997803,98.23,97.96,97.24,Normal,Normal
144,Tool1,P8FB1500DG00,P8FB1500C415,RUN_1ST_23,FB,2011-05-17 15:38,OK,337.8,0.616879026,358.56,0.496259979,131,0,0.117125,0.01,38,0,2008.11,4.302336692,40018.72,35.86828194,24983.49,6.43552521,0,23.51,0.020145932,10005.57,1.87051151,358.66,64.28,0.764247738,2964.39,3.94853913,65999.53,30.67454266,28988.75,5.963169867,0.000194127,34.33,0.065380394,22970.42,2.712454809,6802.96,3.646950877,225.6,414.3319294,99.9,98.73,96.84,Normal,Normal
145,Tool4,P8FB1500DG00,P8FB1500C406,RUN_1ST_23,FB,2011-05-17 15:45,OK,338.64,0.50801953,359.15,0.352495695,130.69,0.461265896,0.092375,0,35,0,1878.23,4.360838603,40043.78,17.8362817,25009.09,7.966348691,0,22.7,0.011080619,9900.74,1.917680743,1086.98,58.97,0.592523251,2823.26,19.01455928,66029.47,29.63486254,29018.43,6.683864586,0.000231132,33.13,0.066261634,22710.73,20.87483301,6804.41,2.419682096,155.77,170.4205579,101.53,101.21,100.04,Normal,Normal
146,Tool2,P8FB1500DM00,P8FB1500C511,RUN_1ST_23,FB,2011-05-17 16:25,OK,339.51,0.500343389,359.28,0.450642181,131,0,0.0775,0,36,0,1810.7,3.927124195,40026.3,28.49198802,25007.91,19.70004779,0,22.73,0.015545065,9889.51,1.807298648,765.43,62.65,0.477271529,2598.24,2.725481377,66035.09,40.0257478,29011.18,18.38316681,0.000212027,32.92,0.036989116,22724.26,2.930888053,6786.92,4.42029392,165.29,656.0459012,99.57,99.72,99.78,Normal,Normal
147,Tool2,P8FB1500DM00,P8FB1500C507,RUN_1ST_23,FB,2011-05-17 16:28,OK,339.54,0.498712695,359.38,0.484977696,131,0,0.07425,0,36.63,0.489083488,1809.81,4.113021216,40026.06,15.4391861,25007.98,26.22177552,0,22.77,0.012789288,9890.13,1.64756529,603.55,63.08,0.561324756,2597.16,3.297546849,66034.89,33.22346707,29012.21,17.61430734,0.000221827,32.96,0.059601312,22724.41,2.980706281,6786.6,4.815148931,255.63,145.2725386,99.38,99.6,100.21,Normal,Normal
148,Tool1,P8FB1500D800,P8FB1500C304,RUN_1ST_23,FB,2011-05-17 17:04,NG,337.74,0.703242356,358.32,0.545156626,129,0,0.109375,0.01,35,0,1995.86,3.203130076,40029.3,39.33366636,24983.77,7.823237394,0,23.29,0.021521168,10006.49,1.912590978,366.72,60.04,0.714336793,2961.68,2.64377259,65997.16,24.97755133,28989.6,7.415645254,0.000238791,34.17,0.069631366,22969.71,2.41941264,6803.57,1.800692153,265.64,273.2100348,99.58,98.78,97.58,Normal,Normal
149,Tool3,P8FB1500D800,P8FB1500AN05,RUN_1ST_23,FB,2011-05-17 17:19,NG,338.5,0.500363575,359.03,0.165877505,133,0,0.08125,0,35,0,1951.2,5.106146029,40089.36,33.98461241,24985.32,21.2026985,0,20.46,0.022502525,9892.37,1.454957252,453.15,63.46,0.876813257,2912.4,1.765871173,66104.15,25.55386554,28994.67,12.45164332,0.00028384,30.92,0.048463686,22743.87,2.772889478,6785.02,2.288676442,179.94,948.3000671,99.09,99.51,100.68,Normal,Normal
150,Tool4,P8FB1500DQ00,P8FB1500CB01,RUN_1ST_23,FB,2011-05-17 17:38,NG,339.59,0.492451707,359.49,0.50024575,132,0,0.093375,0,35,0,1886.91,3.800850516,40048.51,11.71622793,25011.43,6.039581942,0,22.87,0.016096301,9893.3,1.806023381,833.3,58.78,0.416013313,2749.98,3.540719656,66036.69,30.60382229,29020.53,9.6043443,0.00021015,33.27,0.049112494,22742.45,5.093764607,6804.15,2.237904971,137.46,522.0045169,101.24,100.89,100.16,Normal,Normal
151,Tool4,P8FB1500DQ00,P8FB1500C318,RUN_1ST_23,FB,2011-05-17 17:41,NG,339.66,0.474366871,359.59,0.49265669,132,0,0.092625,0,35,0,1887.59,4.260790307,40046.94,10.27618904,25010.89,8.864888234,0,22.93,0.004313311,9881.14,1.619564011,1045.47,59.36,0.501108176,2750.57,4.635451707,66034.83,33.02240497,29020.25,8.357926669,0.000199846,33.38,0.073029441,22736.83,11.96816071,6804.15,1.149470947,135.02,498.8097418,100.77,100.78,100.72,Normal,Normal
152,Tool1,P8FB1500DS00,P8FB1500CB19,RUN_1ST_23,FB,2011-05-17 19:42,NG,337.64,0.639756893,358.33,0.469239068,130,0,0.105375,0.01,34,0,1993,3.268305093,40009.44,53.08653954,24984.37,7.651716603,0,23.28,0.019332288,10005.49,2.309673043,360.86,59.14,0.754644475,2954.46,2.938066266,66002.28,34.40043406,28989.57,6.733939016,0.000257364,33.98,0.068162429,22969.23,2.643834564,6803.71,2.090875211,261.73,585.7291094,99.04,98.41,97.88,Normal,Normal
153,Tool1,P8FB1500DS00,P8FB1500CB14,RUN_1ST_23,FB,2011-05-17 19:45,NG,337.53,0.499714527,358.59,0.493054617,130.7,0.456594077,0.100875,0.01,34.89,0.321038221,1990.52,3.202387455,40015.32,38.10326834,24983.21,4.265618291,0,23.38,0.015033437,10005.16,1.905163415,337.91,59.69,0.74636053,2950.11,7.825429736,66005.21,26.4258236,28990.19,6.359960782,0.000237555,34.05,0.050114789,22969.99,2.494017524,6804.17,2.269524196,261.73,283.7087225,99.13,98.27,97.17,Normal,Normal
154,Tool1,P8FB1500DS00,P8FB1500CB13,RUN_1ST_23,FB,2011-05-17 19:48,NG,337.82,0.649745125,358.84,0.366150864,131,0,0.10125,0.01,35,0,1991.91,4.23066426,40006.99,54.26267801,24984.88,7.517733954,0,23.43,0.031582638,10006.03,1.702260938,374.05,60.44,0.694826135,2949.52,5.962789124,66007.28,25.75916472,28990.06,5.342783613,0.00016897,34.16,0.056323687,22970.06,2.939030806,6802.82,2.729904961,238.3,955.3805774,99.44,98.55,96.96,Normal,Normal
155,Tool3,P8FB1500DZ00,P8FB1500CE13,RUN_1ST_23,FB,2011-05-17 20:51,NG,337.72,0.543340648,358.75,0.432430136,132,0,0.082,0,38.43,0.501055967,1952.86,5.133523696,40099.05,29.61585188,24984.05,25.23885915,0,20.55,0.016621327,9892.88,1.604170645,364.28,67.65,0.853104983,2903.09,2.605604595,66103.97,25.35286884,28995.19,19.78151744,0.000242159,31.21,0.058072732,22743.55,3.029631914,6784.31,2.492770925,136.97,111.5790759,99.51,99.36,99.49,Normal,Normal
156,Tool2,P8FB1500E300,P8FB1500CN08,RUN_1ST_23,FB,2011-05-17 23:23,OK,338.25,0.585264844,358.89,0.306811758,132,0,0.09075,0.01,37.45,0.503686201,1810.43,4.358353259,40029.96,24.30950447,25007.28,19.04478522,0,22.74,0.012841529,9890.63,2.630402221,681.93,64.82,0.579608917,2591,2.473439383,66037.47,38.26651973,29011.08,22.21228593,0.000270661,33.12,0.061344266,22724.57,2.798931073,6788.43,3.093880738,240,409.4488189,98.99,98.95,98.73,Normal,Normal
157,Tool2,P8FB1500E300,P8FB1500CN05,RUN_1ST_23,FB,2011-05-17 23:25,OK,338.75,0.560539175,359,0,132,0,0.079375,0.01,38,0,1809.58,3.905018494,40027.42,16.46347772,25009.55,25.84537066,0,22.83,0.009972276,9890.3,1.990518229,719.04,65.33,0.527522266,2592.69,2.530161751,66036.37,31.92126288,29012.41,6.986316181,0.00026395,33.2,0.055567678,22724.36,3.12440198,6788.24,1.781830419,161.14,144.051761,99.38,99.29,99.11,Normal,Normal
158,Tool1,P8FB1500E800,P8FB1500CT12,RUN_1ST_23,FB,2011-05-18 0:46,NG,337.73,0.541210693,358.78,0.416555161,132,0,0.10683,0.01,37,0,1994.6,4.22868989,39987.95,79.19998315,24984.91,5.348053821,0,23.51,0.015897398,10006.71,2.173688606,459.74,62.51,0.547897158,2950.12,2.859411035,66004.81,34.10849613,28989.45,5.654985992,0.000194127,34.35,0.062780047,22971.82,2.609953904,6803.89,2.337568321,195.32,176.2802905,99.88,98.51,96.73,Normal,Normal
159,Tool4,P8FB1500E800,P8FB1500CT11,RUN_1ST_23,FB,2011-05-18 0:46,NG,337.55,0.497825974,358.72,0.448551698,131.93,0.2604948,0.09,0,33,0,1873.36,5.413552799,40053.94,13.50517656,25010.27,4.395218872,0.000254972,22.6,0.006954245,9883.39,1.664890339,1148.02,56.46,0.592523251,2735.02,7.952383252,66033.79,30.42173478,29019.91,5.991378984,0.000229092,32.99,0.07643596,22673.63,14.60261066,6805.39,1.521407335,132.33,137.9478728,101.07,100.27,98.8,Normal,Normal
160,Tool3,P8FB1500EA00,P8FB1500CR01,RUN_1ST_23,FB,2011-05-18 0:57,OK,339.27,0.5975085,359.22,0.412323018,133,0,0.089625,0,37.44,0.502485517,1949.95,4.844994906,40096.75,13.98536654,24985.77,24.95397232,0,20.56,0.023235041,9892.3,1.885123969,421.17,66.05,0.753707581,2900.31,2.625316081,66107.58,25.60996957,28994.77,9.383626805,0.00032793,31.2,0.056726675,22744.43,2.748898095,6783.37,2.354381941,147.96,138.1920283,99.68,99.42,99.51,Normal,Normal
161,Tool2,P8FB1500EB00,P8FB1500CS05,RUN_1ST_23,FB,2011-05-18 1:57,OK,338.08,0.607912956,358.67,0.595725599,128.87,0.341291488,0.079625,0,30,0,1816.22,2.420451582,40012.21,26.03747538,25002.88,23.81472646,0,22.16,0.025312192,9889.32,1.973600042,1156.56,55.31,0.811326935,2605.91,2.640506371,66026.74,37.96944293,29012.07,24.68944902,0.000233215,32.4,0.06307673,22723.38,2.999406885,6786.68,2.340278059,289.32,237.5633278,99.98,99.94,99.66,Normal,Normal
162,Tool3,P8FB1500EB00,P8FB1500CS03,RUN_1ST_23,FB,2011-05-18 1:59,OK,337.51,0.527047267,358.2,0.397286903,130.34,0.472483377,0.077125,0,41.02,0.149071198,1959,4.857047363,40087.08,32.42851347,24987.42,19.51258673,0,20.7,0.016596823,9892.21,1.637845072,619.18,71.47,0.703936516,2901.8,4.169587956,66098.71,23.98693522,28994.2,16.87938264,0.000276489,31.53,0.068086094,22744.15,2.828489337,6784.59,1.87374885,177.75,120.1245193,100.21,99.32,98.67,Normal,Normal
163,Tool1,P8FB1500EC00,P8FB1500CS16,RUN_1ST_23,FB,2011-05-18 2:21,NG,337.58,0.49362475,358.54,0.49914115,131.98,0.145358616,0.106625,0.01,29.86,0.347141757,1992.68,3.197184279,40013.32,61.79495266,24985.57,5.382107163,0,23.01,0.020501122,10006.41,1.554799665,374.29,52.2,0.800734957,2954.32,4.476929543,66007.24,28.01046428,28989.7,6.136567861,0.000265774,33.59,0.067112759,22970.43,3.228971933,6802.76,2.31857797,201.43,601.3550632,99.98,98.67,96.93,Normal,Normal
164,Tool2,P8FB1500EC00,P8FB1500CS15,RUN_1ST_23,FB,2011-05-18 2:22,NG,339.64,0.480931247,359.43,0.496101568,131.16,0.368335957,0.079575,0,36.6,0.495433694,1807.56,3.911263197,40030.6,25.000078,25008.71,13.75924323,0.000149071,22.76,0.012504545,9890.37,2.013526276,743.7,63.11,0.569795494,2592.42,2.869840272,66035.01,36.85496782,29011.56,21.09007399,0.000231631,33.01,0.041480984,22723.89,3.115961711,6788.29,1.767252354,254.17,393.5787096,99.69,99.58,99.5,Normal,Normal
165,Tool3,P8FB1500EE00,P8FB1500CY02,RUN_1ST_23,FB,2011-05-18 3:06,NG,339.41,0.492621602,359.16,0.362353053,131,0,0.073655,0,36,0,1956,4.547726705,40093.27,34.04913342,24988.78,17.73960941,0,20.49,0.020518531,9892.41,1.519855897,354.03,64.87,0.842052885,2919.03,2.3650671,66104.94,25.9692213,28994.19,16.36860673,0.000351023,31.04,0.054782201,22743.84,2.575773361,6784.39,2.374512224,190.69,148.9348715,99.14,99.9,101.27,Normal,Normal
166,Tool1,P8FB1500EE00,P8FB1500D206,RUN_1ST_23,FB,2011-05-18 3:08,NG,339.43,0.520749769,359.27,0.446631973,131,0,0.11125,0.01,36.78,0.420437483,1998.89,4.222355128,40007.98,97.79585003,24984.44,6.487216998,0,23.68,0.014764139,10006.55,1.931972875,445.1,61.34,0.664571073,2961.83,3.359960602,66011.67,30.87131532,28990.51,5.311216606,0.000237555,34.45,0.068349574,22971.33,2.722722369,6804.69,1.504548536,158.95,130.3790515,99.86,98.75,97.48,Normal,Normal
167,Tool2,P8FB1500EE00,P8FB1500CY20,RUN_1ST_23,FB,2011-05-18 3:14,NG,337.02,0.580041533,358.72,0.449099976,130,0,0.0885,0.01,27,0,1815,3.437758255,40026.04,24.06905671,25008.85,9.460579169,0.000252262,22.14,0.071434083,9890.13,1.789065042,1231.03,49.46,1.161421593,2617.75,2.364578657,66036.28,34.66780832,29011.42,18.33822549,0.000222323,32.33,0.066653506,22723.12,2.98348942,6787.52,3.162055211,237.08,109.1375206,99.29,99.93,101.31,Normal,Normal
168,Tool4,P8FB1500EH00,P8FB1500CZ19,RUN_1ST_23,FB,2011-05-18 3:54,NG,338.39,0.488641534,358.69,0.462688329,130.99,0.080320665,0.09325,0,30,0,1901.42,4.570104877,40055.18,17.50133968,25011.63,3.432109551,0,22.5,0.011836427,9822.38,1.831166461,1127.51,52.48,0.609316361,2789.08,8.430683299,66036.35,31.746024,29019.3,6.930913766,0.000188869,32.81,0.058386816,22617.26,12.49576739,6805.34,2.166574186,133.8,172.1296466,100.12,100.36,101.1,Normal,Normal
169,Tool2,P8FB1500EH00,P8FB1500CZ16,RUN_1ST_23,FB,2011-05-18 3:56,NG,337.89,0.539728376,358.95,0.208146064,130,0,0.08175,0,36.73,0.447213595,1806.98,4.345786302,40027.18,24.2741992,25008.44,8.835796217,0,22.78,0.015135749,9889.52,1.912590987,914.61,63.69,0.462174721,2598.03,3.414375928,66037.15,37.98511591,29010.79,24.50987812,0.000225914,33.2,0.05836721,22723.45,2.952613869,6788.12,5.69273151,270.04,424.8306171,99.73,99.82,99.97,Normal,Normal
170,Tool2,P8FB1500EH00,P8FB1500CZ10,RUN_1ST_23,FB,2011-05-18 4:02,NG,338.56,0.497223445,359.23,0.422137761,130,0,0.079,0,37.32,0.471155298,1806.75,3.62885721,40032.13,22.57425211,25007.01,8.130279969,0,22.87,0.015222105,9890.38,1.656352373,587.19,64.08,0.54412719,2593.68,2.828585197,66037.22,33.35562576,29012.54,21.25666756,0.000237727,33.26,0.036773302,22723.3,2.677373317,6788.25,7.606596774,228.04,403.3449307,99.81,99.96,100.46,Normal,Normal
171,Tool1,P8FB1500EJ00,P8FB1500CD03,RUN_1ST_23,FB,2011-05-18 4:10,OK,339.52,0.499969523,359.16,0.363192925,131,0,0.10525,0.01,32,0,2006.89,3.419344848,40024.09,44.9797112,24984.98,4.388518149,0,23.26,0.016416301,10005.13,1.771944403,450.47,57.12,0.860888289,2982.62,5.836866458,66004.1,37.17916256,28990.73,6.61662542,0.000237555,33.82,0.063593077,22970.21,2.767093608,6803.82,2.538984689,226.09,261.9788805,98.52,98.07,97.72,Normal,Normal
172,Tool3,P8FB1500EK00,P8FB1500CD19,RUN_1ST_23,FB,2011-05-18 4:35,NG,338.39,0.488989079,358.88,0.32245329,132,0,0.09076,0,35,0,1956.51,5.383570217,40091.31,29.07306061,24986.33,19.9014422,0,20.48,0.016868475,9891.72,1.439746189,468.05,63.36,0.923699057,2922.4,2.30798143,66105.04,27.31380727,28994.54,12.58801126,0.000371796,30.95,0.063083576,22743.49,2.929620976,6784.39,2.610512139,174.08,166.0257584,98.53,99.62,101.32,Normal,Normal
